,Date,Low,High,Close,Open
1152,2004-06-03,112.07,113.19,112.09,112.81
1151,2004-06-02,112.46,113.48,113.13,113.03
1150,2004-06-01,111.87,112.86,112.71,112.46
1149,2004-05-28,112.36,112.88,112.86,112.73
1148,2004-05-27,112.06,113.03,112.87,112.54
1147,2004-05-26,111.51,112.29,112.24,111.66
1146,2004-05-25,109.6,111.98,111.85,109.9
1145,2004-05-24,109.68,110.76,110.27,110.53
1144,2004-05-21,109.47,110.55,109.81,109.97
1143,2004-05-20,109.04,109.87,109.62,109.45
1142,2004-05-19,109.15,111.18,109.27,110.5
1141,2004-05-18,109.33,109.94,109.65,109.49
1140,2004-05-17,108.41,109.5,109.1,108.89
1139,2004-05-14,109.27,110.74,110.04,109.95
1138,2004-05-13,109.63,110.81,109.99,109.76
1137,2004-05-12,108.06,110.54,110.45,109.57
1136,2004-05-11,109.33,110.05,109.75,109.46
1135,2004-05-10,108.36,109.75,108.83,109.44
1134,2004-05-07,109.96,112.23,109.96,111.22
1133,2004-05-06,111.0,112.59,111.81,112.02
1132,2004-05-05,112.16,112.96,112.78,112.41
1131,2004-05-04,111.66,113.26,112.06,112.25
1130,2004-05-03,111.35,112.29,112.15,111.37
1129,2004-04-30,110.9,112.38,110.96,112.17
1128,2004-04-29,111.16,113.32,111.83,112.72
1127,2004-04-28,112.5,114.01,112.82,113.89
1126,2004-04-27,113.96,115.12,114.3,114.23
1125,2004-04-26,113.6,114.94,114.2,114.5
1124,2004-04-23,113.79,114.57,114.36,114.42
1123,2004-04-22,112.44,114.67,114.25,112.48
1122,2004-04-21,111.87,112.95,112.67,112.2
1121,2004-04-20,111.78,114.32,111.92,114.08
1120,2004-04-19,113.27,113.99,113.83,113.55
1119,2004-04-16,112.98,114.05,113.83,113.38
1118,2004-04-15,112.36,113.78,112.96,113.45
1117,2004-04-14,112.55,113.64,113.39,112.61
1116,2004-04-13,113.02,115.3,113.21,115.26
1115,2004-04-12,114.57,115.08,114.82,114.58
1114,2004-04-08,113.74,115.41,114.37,115.41
1113,2004-04-07,114.11,114.98,114.63,114.95
1112,2004-04-06,114.62,115.18,114.9,114.83
1111,2004-04-05,114.44,115.38,115.27,114.46
1110,2004-04-02,113.9,114.84,114.64,114.81
1109,2004-04-01,113.05,113.87,113.78,113.07
1108,2004-03-31,112.38,113.4,113.1,112.99
1107,2004-03-30,112.22,113.07,112.97,112.3
1106,2004-03-29,111.58,112.74,112.59,111.63
1105,2004-03-26,110.8,111.79,111.03,110.96
1104,2004-03-25,109.79,111.3,111.0,110.08
1103,2004-03-24,108.85,110.14,109.55,109.58
1102,2004-03-23,109.36,110.4,109.46,110.25
1101,2004-03-22,109.1,110.57,109.65,110.54
1100,2004-03-19,111.04,112.57,111.06,112.41
1099,2004-03-18,111.93,113.27,113.07,112.7
1098,2004-03-17,112.1,113.26,113.04,112.18
1097,2004-03-16,110.84,112.06,111.79,111.78
1096,2004-03-15,110.9,112.35,111.2,112.27
1095,2004-03-12,111.58,112.71,112.58,111.73
1094,2004-03-11,111.1,113.27,111.12,112.4
1093,2004-03-10,112.56,114.77,112.58,114.72
1092,2004-03-09,114.24,115.21,114.5,115.1
1091,2004-03-08,114.91,116.62,114.96,116.34
1090,2004-03-05,115.28,116.95,116.38,115.42
1089,2004-03-04,115.52,116.1,115.99,115.72
1088,2004-03-03,114.92,115.87,115.69,115.25
1087,2004-03-02,115.23,116.97,115.48,115.94
1086,2004-03-01,115.25,116.34,116.16,115.43
1085,2004-02-27,114.63,115.74,115.02,115.19
1084,2004-02-26,114.34,115.29,114.94,114.61
1083,2004-02-25,114.32,115.06,114.87,114.46
1082,2004-02-24,113.03,114.99,114.39,114.27
1081,2004-02-23,114.17,115.26,114.59,115.22
1080,2004-02-20,114.32,115.56,114.88,115.48
1079,2004-02-19,115.06,116.39,115.23,116.33
1078,2004-02-18,115.35,116.6,115.66,116.2
1077,2004-02-17,115.77,116.43,116.17,115.85
1076,2004-02-13,114.75,116.2,115.13,115.82
1075,2004-02-12,115.58,116.27,115.65,115.97
1074,2004-02-11,114.17,116.39,116.07,114.85
1073,2004-02-10,114.26,115.14,114.85,114.28
1072,2004-02-09,114.29,114.87,114.48,114.67
1071,2004-02-06,113.2,114.7,114.45,113.42
1070,2004-02-05,112.78,113.54,113.18,113.17
1069,2004-02-04,112.79,113.73,112.85,113.19
1068,2004-02-03,113.44,114.14,113.78,113.74
1067,2004-02-02,113.12,114.68,113.97,113.7
1066,2004-01-30,113.09,113.72,113.48,113.52
1065,2004-01-29,112.56,113.85,113.48,113.56
1064,2004-01-28,112.94,115.28,113.37,114.98
1063,2004-01-27,114.65,116.5,114.68,115.75
1062,2004-01-26,114.38,115.93,115.87,114.39
1061,2004-01-23,113.95,115.37,114.43,115.0
1060,2004-01-22,114.58,115.38,114.8,115.14
1059,2004-01-21,113.72,115.3,115.1,114.13
1058,2004-01-20,113.82,114.65,114.2,114.53
1057,2004-01-16,113.63,114.31,114.23,114.04
1056,2004-01-15,112.58,114.06,113.78,113.57
1055,2004-01-14,112.67,113.66,113.5,112.76
1054,2004-01-13,111.76,113.23,112.56,113.09
1053,2004-01-12,112.36,113.25,113.22,112.55
1052,2004-01-09,112.27,113.5,112.39,112.83
1051,2004-01-08,112.77,113.41,113.38,113.25
1050,2004-01-07,111.89,113.06,112.93,112.39
1049,2004-01-06,112.0,112.73,112.55,112.16
1048,2004-01-05,111.59,112.52,112.44,111.69
1047,2004-01-02,110.73,112.19,111.23,111.74
1046,2003-12-31,110.84,111.52,111.28,111.22
1045,2003-12-30,110.85,111.27,111.18,111.09
1044,2003-12-29,109.78,111.27,111.16,110.1
1043,2003-12-26,109.63,110.08,109.7,109.71
1042,2003-12-24,109.43,109.88,109.62,109.52
1041,2003-12-23,109.38,109.95,109.73,109.48
1040,2003-12-22,108.78,109.66,109.66,108.79
1039,2003-12-19,108.58,109.37,108.9,109.3
1038,2003-12-18,108.39,109.73,109.72,108.55
1037,2003-12-17,107.8,108.5,108.5,108.06
1036,2003-12-16,107.52,108.5,108.16,107.68
1035,2003-12-15,107.48,109.23,107.6,109.17
1034,2003-12-12,107.39,108.2,108.14,107.97
1033,2003-12-11,106.67,108.1,107.93,106.68
1032,2003-12-10,105.96,106.98,106.73,106.77
1031,2003-12-09,106.54,107.93,106.74,107.9
1030,2003-12-08,106.68,107.64,107.57,106.74
1029,2003-12-05,106.62,107.8,106.85,107.12
1028,2003-12-04,106.94,107.72,107.6,107.17
1027,2003-12-03,107.07,108.08,107.16,107.65
1026,2003-12-02,107.07,107.77,107.33,107.38
1025,2003-12-01,106.8,107.68,107.6,106.85
1024,2003-11-28,106.2,106.66,106.45,106.28
1023,2003-11-26,105.39,106.45,106.37,106.42
1022,2003-11-25,105.45,106.42,105.99,105.73
1021,2003-11-24,104.68,105.78,105.59,104.69
1020,2003-11-21,103.62,104.33,104.21,104.24
1019,2003-11-20,103.75,105.24,103.78,104.0
1018,2003-11-19,103.92,105.01,104.72,104.03
1017,2003-11-18,103.7,105.45,103.84,105.24
1016,2003-11-17,104.04,105.14,104.93,104.91
1015,2003-11-14,105.29,106.95,105.46,106.4
1014,2003-11-13,105.78,106.54,106.36,106.01
1013,2003-11-12,105.16,106.47,106.33,105.23
1012,2003-11-11,104.8,105.33,105.15,105.09
1011,2003-11-10,105.01,105.84,105.18,105.74
1010,2003-11-07,105.57,106.72,105.61,106.64
1009,2003-11-06,105.1,106.44,106.4,105.6
1008,2003-11-05,104.9,105.97,105.84,105.49
1007,2003-11-04,105.58,106.27,105.76,105.99
1006,2003-11-03,105.71,106.61,105.99,105.75
1005,2003-10-31,105.22,105.74,105.3,105.4
1004,2003-10-30,104.8,105.97,105.4,105.79
1003,2003-10-29,103.87,105.43,105.18,104.77
1002,2003-10-28,103.82,105.15,105.04,103.98
1001,2003-10-27,103.27,104.18,103.63,103.74
1000,2003-10-24,102.18,103.58,103.58,102.83
999,2003-10-23,102.84,103.95,103.35,102.89
998,2003-10-22,103.19,104.19,103.54,104.03
997,2003-10-21,104.32,105.28,104.86,104.82
996,2003-10-20,103.94,105.04,105.04,104.45
995,2003-10-17,103.98,105.63,104.26,105.47
994,2003-10-16,104.65,105.73,105.41,104.68
993,2003-10-15,104.64,105.89,104.99,105.86
992,2003-10-14,104.36,105.43,105.27,104.8
991,2003-10-13,104.51,105.29,104.9,104.71
990,2003-10-10,103.91,104.6,104.57,104.27
989,2003-10-09,103.83,105.22,104.28,104.88
988,2003-10-08,103.41,104.39,104.0,104.33
987,2003-10-07,102.91,104.31,104.26,103.26
986,2003-10-06,103.2,103.99,103.86,103.48
985,2003-10-03,103.08,104.28,103.39,103.67
984,2003-10-02,101.63,102.56,102.45,101.93
983,2003-10-01,100.2,102.18,102.08,100.24
982,2003-09-30,99.25,100.76,99.95,100.48
981,2003-09-29,99.79,100.99,100.93,100.3
980,2003-09-26,99.85,100.66,99.95,100.44
979,2003-09-25,100.2,101.88,100.28,101.41
978,2003-09-24,101.07,103.22,101.11,103.12
977,2003-09-23,102.36,103.29,102.94,102.59
976,2003-09-22,102.03,102.96,102.55,102.85
975,2003-09-19,103.4,104.6,103.67,104.27
974,2003-09-18,103.17,104.7,104.6,103.4
973,2003-09-17,103.05,103.79,103.38,103.48
972,2003-09-16,102.17,103.64,103.58,102.23
971,2003-09-15,101.95,102.63,102.09,102.52
970,2003-09-12,101.35,102.64,102.45,101.91
969,2003-09-11,101.84,102.76,102.26,102.1
968,2003-09-10,101.55,102.8,101.96,102.53
967,2003-09-09,102.68,103.46,103.0,103.37
966,2003-09-08,102.93,103.88,103.68,103.04
965,2003-09-05,102.4,103.55,102.83,102.94
964,2003-09-04,102.76,103.55,103.41,103.1
963,2003-09-03,102.78,103.7,103.36,103.03
962,2003-09-02,101.05,102.88,102.8,101.64
961,2003-08-29,100.48,101.48,101.44,100.61
960,2003-08-28,99.66,101.0,100.76,100.4
959,2003-08-27,99.57,100.36,100.14,100.05
958,2003-08-26,98.83,100.39,100.11,99.5
957,2003-08-25,99.28,100.83,99.93,99.71
956,2003-08-22,99.73,101.82,99.77,101.75
955,2003-08-21,100.4,101.52,100.77,101.05
954,2003-08-20,100.16,100.89,100.45,100.29
953,2003-08-19,100.0,100.94,100.86,100.69
952,2003-08-18,99.74,100.6,100.48,99.93
951,2003-08-15,99.12,99.79,99.62,99.36
950,2003-08-14,98.45,99.75,99.31,99.1
949,2003-08-13,98.53,99.85,99.04,99.82
948,2003-08-12,98.42,99.59,99.55,98.71
947,2003-08-11,97.84,99.04,98.65,98.26
946,2003-08-08,97.76,98.55,98.28,98.32
945,2003-08-07,96.76,98.07,98.0,97.17
944,2003-08-06,96.42,98.06,96.98,96.69
943,2003-08-05,96.34,98.76,96.42,98.41
942,2003-08-04,97.0,99.0,98.51,98.31
941,2003-08-01,98.24,99.53,98.51,99.19
940,2003-07-31,99.17,100.91,99.39,99.98
939,2003-07-30,98.93,99.75,99.16,99.6
938,2003-07-29,98.68,100.26,99.4,100.14
937,2003-07-28,99.67,100.98,99.86,100.37
936,2003-07-25,98.04,100.29,100.23,98.66
935,2003-07-24,98.37,100.34,98.49,99.99
934,2003-07-23,98.28,99.45,99.24,99.21
933,2003-07-22,97.92,99.41,99.17,98.69
932,2003-07-21,97.85,99.49,98.28,99.45
931,2003-07-18,98.46,99.8,99.51,99.02
930,2003-07-17,98.16,99.88,98.5,99.15
929,2003-07-16,99.23,100.87,99.92,100.81
928,2003-07-15,99.95,101.46,100.51,101.38
927,2003-07-14,100.45,101.9,100.73,101.2
926,2003-07-11,99.39,100.45,100.24,99.39
925,2003-07-10,98.63,100.04,99.3,99.84
924,2003-07-09,100.03,101.4,100.58,100.92
923,2003-07-08,100.17,101.29,101.15,100.5
922,2003-07-07,99.65,100.9,100.7,99.65
921,2003-07-03,97.9,99.85,98.74,99.07
920,2003-07-02,98.57,99.79,99.77,98.77
919,2003-07-01,96.43,98.85,98.53,97.25
918,2003-06-30,97.47,98.67,97.63,98.22
917,2003-06-27,97.58,99.19,97.66,98.75
916,2003-06-26,96.96,98.98,98.8,97.78
915,2003-06-25,97.53,99.44,97.53,98.53
914,2003-06-24,98.02,99.09,98.52,98.22
913,2003-06-23,97.92,99.66,98.42,99.45
912,2003-06-20,99.42,100.5,99.44,100.39
911,2003-06-19,99.84,101.73,100.02,101.64
910,2003-06-18,101.0,102.14,101.57,101.29
909,2003-06-17,101.23,102.18,101.66,102.07
908,2003-06-16,99.8,101.7,101.66,99.96
907,2003-06-13,98.95,100.75,99.56,100.61
906,2003-06-12,99.62,100.9,100.61,100.75
905,2003-06-11,98.71,100.39,100.3,99.16
904,2003-06-10,98.19,99.26,99.25,98.46
903,2003-06-09,97.77,99.1,98.25,98.77
902,2003-06-06,99.13,101.4,99.26,100.4
901,2003-06-05,98.27,99.65,99.65,98.58
900,2003-06-04,97.57,99.35,99.16,97.66
899,2003-06-03,96.85,97.84,97.75,97.15
898,2003-06-02,96.67,98.45,97.35,97.53
897,2003-05-30,95.56,97.09,96.95,95.9
896,2003-05-29,95.08,96.82,95.42,95.88
895,2003-05-28,95.43,96.47,95.67,95.85
894,2003-05-27,93.07,95.84,95.4,93.3
893,2003-05-23,93.14,93.98,93.76,93.53
892,2003-05-22,92.68,94.05,93.57,92.95
891,2003-05-21,91.91,92.88,92.65,92.11
890,2003-05-20,91.59,93.03,92.46,92.82
889,2003-05-19,92.33,94.42,92.65,94.15
888,2003-05-16,94.26,95.45,94.87,94.89
887,2003-05-15,94.25,95.33,95.11,94.89
886,2003-05-14,93.91,95.24,94.51,95.09
885,2003-05-13,94.26,95.18,94.71,94.53
884,2003-05-12,93.28,95.12,94.88,93.5
883,2003-05-09,92.61,93.8,93.73,92.83
882,2003-05-08,92.28,93.33,92.45,92.52
881,2003-05-07,92.97,94.14,93.39,93.42
880,2003-05-06,93.0,94.38,93.91,93.04
879,2003-05-05,92.5,93.78,93.03,93.47
878,2003-05-02,91.49,93.47,93.21,91.56
877,2003-05-01,90.5,92.73,91.9,91.92
876,2003-04-30,91.41,92.57,91.91,91.91
875,2003-04-29,91.4,92.8,92.11,92.14
874,2003-04-28,90.3,92.19,91.79,90.44
873,2003-04-25,90.02,91.47,90.23,91.3
872,2003-04-24,90.96,92.08,91.36,91.53
871,2003-04-23,91.24,92.35,92.18,91.62
870,2003-04-22,88.89,91.56,91.34,89.1
869,2003-04-21,89.06,90.16,89.65,89.86
868,2003-04-17,88.19,89.72,89.56,88.3
867,2003-04-16,88.03,90.06,88.25,89.91
866,2003-04-15,88.42,89.78,89.78,88.84
865,2003-04-14,87.0,89.0,88.95,87.47
864,2003-04-11,86.86,88.7,87.15,88.16
863,2003-04-10,85.71,87.63,87.51,87.09
862,2003-04-09,86.77,89.1,87.03,88.36
861,2003-04-08,87.71,88.65,88.19,88.3
860,2003-04-07,87.97,90.85,88.05,90.34
859,2003-04-04,87.62,88.59,88.22,88.43
858,2003-04-03,87.65,88.99,87.7,88.87
857,2003-04-02,87.5,88.77,88.12,87.54
856,2003-04-01,84.91,86.39,86.04,85.25
855,2003-03-31,84.4,86.59,84.74,85.35
854,2003-03-28,86.25,87.28,86.71,86.47
853,2003-03-27,85.99,87.66,87.15,86.4
852,2003-03-26,86.8,87.85,87.08,87.56
851,2003-03-25,86.44,88.26,87.52,86.74
850,2003-03-24,86.35,88.14,86.69,88.02
849,2003-03-21,87.93,89.88,89.67,88.8
848,2003-03-20,86.35,88.59,88.15,87.33
847,2003-03-19,86.68,88.16,87.96,87.28
846,2003-03-18,86.28,87.35,87.29,87.15
845,2003-03-17,83.22,86.95,86.78,83.46
844,2003-03-14,83.35,84.77,84.13,84.2
843,2003-03-13,81.53,83.91,83.86,82.18
842,2003-03-12,79.38,81.1,81.06,80.38
841,2003-03-11,80.48,82.0,80.52,81.48
840,2003-03-10,81.1,82.86,81.32,82.6
839,2003-03-07,81.43,83.99,83.32,81.61
838,2003-03-06,82.47,83.52,82.75,82.87
837,2003-03-05,82.36,83.54,83.45,82.61
836,2003-03-04,82.65,84.01,82.75,83.95
835,2003-03-03,83.72,85.78,84.09,85.26
834,2003-02-28,84.16,85.23,84.9,84.47
833,2003-02-27,83.16,84.75,84.34,83.7
832,2003-02-26,83.08,84.53,83.24,84.02
831,2003-02-25,82.22,84.49,84.47,82.95
830,2003-02-24,83.59,85.0,83.8,84.93
